index,type,line
7542,true,the bureau is calculating your status
7543,false,ohhhhh
7544,true,the scenario penalty has distorted your writing
7545,false,yes leave it to me
7546,true,your status is mythgrade
7547,true,the constellation BLANK is praising herself
7548,true,the constellation BLANK is dissatisfied with your intervention
7549,false,goryeos first sword what are you saying
7550,true,the power of the BLANK is working for you
7551,false,do you understand the brevity of what you just said
7552,true,a new constellation has entered the channel
7553,true,constellation BLANK is howling in your direction
7554,true,the exclusive skill BLANK has been forcibly terminated
7555,true,constellation BLANK is unleashing her status
7556,true,calculation for the completion reward has begun
7557,false,a ship built upon crude stories dares to
7558,true,the character BLANK has activated the BLANK skill
7559,true,the constellation BLANK has been eliminated from the scenario
7560,true,bureaus probability is restricting your interference in the scenario
7561,true,the helper BLANK has been killed
7562,false,and
7563,true,due to the increase in membership level the items list of the dokkaebi bag will be updated
7564,true,constellation BLANK is proud of his incarnation
7565,true,your incarnation body has been damaged extensively
7566,true,the star stream agrees with the decision of the great dokkaebis
7567,true,investigation has concluded
7568,false,ah  hit the  filtering
7569,true,the constellation BLANK is astonished at your strength
7570,true,the BLANK has been received as a reward item
7571,true,NEBULA permits the metalike intervention
7572,true,constellation BLANK is shouting at you to run away
7573,false,persephone why are you blocking me
7574,true,a portion of judges are currently feeling melancholic
7575,false,isnt it exactly the same as what i saw on the screen
7576,false,rather than a demon he is closer to a god you dont need to know the details you would be better off praying not to meet him
7577,false,its nothing
7578,true,the constellation BLANK distrusts his eyes
7579,true,the constellation BLANK is concerned about your safety
7580,false,if you are really a demon king dont be a pushover compete properly to obtain your share
7581,true,story fragment BLANK has begun its storytelling
7582,true,the constellation BLANK is sighing deeply
7583,true,exclusive attribute BLANK is activating
7584,false,well it took four years to get here i dont know how much time it will take in the future ah not all of you went through the same four years
7585,false,wwhat are you saying
7586,true,the 0th grade demon species dark tracker is chasing you
7587,true,the sub scenario  skirmish has ended
7588,false,lets go to the interstellar city it will take around 0 minutes to complete the transmission please prepare yourself an amazing world is waiting for you
7589,false,i shall be devouring an archangels story today
7590,false,isnt there anyone who can deal with lightning
7591,true,a change in the revolutionary scenario has occurred
7592,true,the constellation BLANK disapproves of the incarnations here
7593,false,i thought there wouldnt be any other modifiers that could exceed the BLANK but
7594,true,judge BLANK is repeatedly grabbing and letting go of his hair
7595,true,the constellation BLANK likes your struggle
7596,true,be sure to return to the main scenario within the given time
7597,true,the demon kings of the demon realm are paying attention to your actions
7598,false,i see this is it
7599,false,i dont remember telling you to descend
7600,true,story BLANK is looking at its storyteller
7601,false,now if there are no further bids
7602,false,everyone please leave i will stop them until everyone leaves
7603,true,the BLANK stage compatibility is 0
7604,true,the target isnt affected by your attack
7605,true,the story fragment BLANK has been acquired
7606,true,the constellation BLANK is having an intense allergic reaction to your gaze
7607,false,i didnt make a deal with the outer god
7608,false,sometimes i find your calmness amazing
7609,true,the constellation BLANK has noticed your identity
7610,true,it cant be helped this stage is the BLANK
7611,false,who is the revo lu tion ary
7612,false,the present olympus is a fake
7613,true,as you might have expected this BLANK isnt simply a hit and run fight it will be held in the form of a BLANK with each team being an industrial complex
7614,false,the odds of success are not very good you know
7615,false,i dont intend to attack your crooked values answer me bluntly how do you have a successor without children
7616,true,measuring the BLANK of the target
