type,line
false,get out of the way trash
true,your status which was about to be confirmed will be reevaluated
true,the constellation BLANK is urging you to go and meet kim dokja
true,constellation BLANK has graced the incarnation BLANK with its blessing
false, accept the covenant and you will know
false,finally we meet again my old friend
true,nebula NEBULA has blessed BLANK with its grace
false,block him
false,ether blade what a crazy bunch of fools
false,i say this because ive been observing your methods for a very long time
false,this isnt your stigma
false,and i finally got my answer today the wings existence is not related to the archangels ability to fly
false,you wont die
false,gabriel how long are you going to stand by
true,the constellation BLANK is scratching his head
false,captain what are you doing
false,i wa nted to con ti nue but
true,giant story BLANK is shining brightly
false,no is there even a name for the nebula in the first place
false,uriel
false,iris the red square kid
true,your current level of proficiency for BLANK is very high
true,constellation who likes to change genders is praising his own accomplishment
true,the constellation BLANK is welcoming you
true,a constellation who hasnt revealed their modifier is sponsoring incarnation BLANK with 0 coins
false,savehimsavehimsavehimsavehimsavehim
false,what are you doing
false,level up
true,there isnt a big gap between the character and your level
false,wwhat to do if i dont bring kim dokja to metatron he wont let me use the internet for a month but if he accepts kim dokja will become an eunuch when that happens oh wait a minute perhaps if his position changes
false,it is a bit strange were you originally this handsome the face i saw last time
true,constellation BLANK is growling
false,arent you surprised by the monsters suddenly appearing sigh as you mightve expected the next scenario has started we also wanted to give you a break it is regrettable this scenario wasnt created by the dokkaebi but is an automatic scenario
